Date,Site,Probe_meter,Reach_Lenght_m,Slug_type,Addition_Time,Time_hms,NaCl_added_g,Times_s,SpC_uScm,Backg_SpC_uScm,NaCl_conc_mgL
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:16:35,6000,1535,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:16:40,6000,1540,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:16:45,6000,1545,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:16:50,6000,1550,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:16:55,6000,1555,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:17:00,6000,1560,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:17:05,6000,1565,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:17:10,6000,1570,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:17:15,6000,1575,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:17:20,6000,1580,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:17:25,6000,1585,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:17:30,6000,1590,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:17:35,6000,1595,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:17:40,6000,1600,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:17:45,6000,1605,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:17:50,6000,1610,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:17:55,6000,1615,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:18:00,6000,1620,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:18:05,6000,1625,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:18:10,6000,1630,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:18:15,6000,1635,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:18:20,6000,1640,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:18:25,6000,1645,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:18:30,6000,1650,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:18:35,6000,1655,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:18:40,6000,1660,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:18:45,6000,1665,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:18:50,6000,1670,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:18:55,6000,1675,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:19:00,6000,1680,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:19:05,6000,1685,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:19:10,6000,1690,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:19:15,6000,1695,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:19:20,6000,1700,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:19:25,6000,1705,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:19:30,6000,1710,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:19:35,6000,1715,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:19:40,6000,1720,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:19:45,6000,1725,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:19:50,6000,1730,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:19:55,6000,1735,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:20:00,6000,1740,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:20:05,6000,1745,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:20:10,6000,1750,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:20:15,6000,1755,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:20:20,6000,1760,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:20:25,6000,1765,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:20:30,6000,1770,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:20:35,6000,1775,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:20:40,6000,1780,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:20:45,6000,1785,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:20:50,6000,1790,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:20:55,6000,1795,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:21:00,6000,1800,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:21:05,6000,1805,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:21:10,6000,1810,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:21:15,6000,1815,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:21:20,6000,1820,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:21:25,6000,1825,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:21:30,6000,1830,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:21:35,6000,1835,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:21:40,6000,1840,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:21:45,6000,1845,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:21:50,6000,1850,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:21:55,6000,1855,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:22:00,6000,1860,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:22:05,6000,1865,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:22:10,6000,1870,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:22:15,6000,1875,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:22:20,6000,1880,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:22:25,6000,1885,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:22:30,6000,1890,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:22:35,6000,1895,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:22:40,6000,1900,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:22:45,6000,1905,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:22:50,6000,1910,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:22:55,6000,1915,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:23:00,6000,1920,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:23:05,6000,1925,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:23:10,6000,1930,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:23:15,6000,1935,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:23:20,6000,1940,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:23:25,6000,1945,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:23:30,6000,1950,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:23:35,6000,1955,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:23:40,6000,1960,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:23:45,6000,1965,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:23:50,6000,1970,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:23:55,6000,1975,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:24:00,6000,1980,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:24:05,6000,1985,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:24:10,6000,1990,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:24:15,6000,1995,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:24:20,6000,2000,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:24:25,6000,2005,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:24:30,6000,2010,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:24:35,6000,2015,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:24:40,6000,2020,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:24:45,6000,2025,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:24:50,6000,2030,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:24:55,6000,2035,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:25:00,6000,2040,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:25:05,6000,2045,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:25:10,6000,2050,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:25:15,6000,2055,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:25:20,6000,2060,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:25:25,6000,2065,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:25:30,6000,2070,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:25:35,6000,2075,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:25:40,6000,2080,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:25:45,6000,2085,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:25:50,6000,2090,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:25:55,6000,2095,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:26:00,6000,2100,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:26:05,6000,2105,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:26:10,6000,2110,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:26:15,6000,2115,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:26:20,6000,2120,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:26:25,6000,2125,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:26:30,6000,2130,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:26:35,6000,2135,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:26:40,6000,2140,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:26:45,6000,2145,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:26:50,6000,2150,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:26:55,6000,2155,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:27:00,6000,2160,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:27:05,6000,2165,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:27:10,6000,2170,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:27:15,6000,2175,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:27:20,6000,2180,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:27:25,6000,2185,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:27:30,6000,2190,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:27:35,6000,2195,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:27:40,6000,2200,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:27:45,6000,2205,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:27:50,6000,2210,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:27:55,6000,2215,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:28:00,6000,2220,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:28:05,6000,2225,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:28:10,6000,2230,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:28:15,6000,2235,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:28:20,6000,2240,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:28:25,6000,2245,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:28:30,6000,2250,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:28:35,6000,2255,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:28:40,6000,2260,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:28:45,6000,2265,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:28:50,6000,2270,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:28:55,6000,2275,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:29:00,6000,2280,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:29:05,6000,2285,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:29:10,6000,2290,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:29:15,6000,2295,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:29:20,6000,2300,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:29:25,6000,2305,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:29:30,6000,2310,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:29:35,6000,2315,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:29:40,6000,2320,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:29:45,6000,2325,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:29:50,6000,2330,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:29:55,6000,2335,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:30:00,6000,2340,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:30:05,6000,2345,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:30:10,6000,2350,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:30:15,6000,2355,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:30:20,6000,2360,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:30:25,6000,2365,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:30:30,6000,2370,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:30:35,6000,2375,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:30:40,6000,2380,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:30:45,6000,2385,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:30:50,6000,2390,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:30:55,6000,2395,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:31:00,6000,2400,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:31:05,6000,2405,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:31:10,6000,2410,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:31:15,6000,2415,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:31:20,6000,2420,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:31:25,6000,2425,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:31:30,6000,2430,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:31:35,6000,2435,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:31:40,6000,2440,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:31:45,6000,2445,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:31:50,6000,2450,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:31:55,6000,2455,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:32:00,6000,2460,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:32:05,6000,2465,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:32:10,6000,2470,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:32:15,6000,2475,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:32:20,6000,2480,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:32:25,6000,2485,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:32:30,6000,2490,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:32:35,6000,2495,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:32:40,6000,2500,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:32:45,6000,2505,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:32:50,6000,2510,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:32:55,6000,2515,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:33:00,6000,2520,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:33:05,6000,2525,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:33:10,6000,2530,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:33:15,6000,2535,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:33:20,6000,2540,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:33:25,6000,2545,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:33:30,6000,2550,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:33:35,6000,2555,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:33:40,6000,2560,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:33:45,6000,2565,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:33:50,6000,2570,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:33:55,6000,2575,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:34:00,6000,2580,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:34:05,6000,2585,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:34:10,6000,2590,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:34:15,6000,2595,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:34:20,6000,2600,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:34:25,6000,2605,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:34:30,6000,2610,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:34:35,6000,2615,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:34:40,6000,2620,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:34:45,6000,2625,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:34:50,6000,2630,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:34:55,6000,2635,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:35:00,6000,2640,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:35:05,6000,2645,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:35:10,6000,2650,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:35:15,6000,2655,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:35:20,6000,2660,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:35:25,6000,2665,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:35:30,6000,2670,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:35:35,6000,2675,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:35:40,6000,2680,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:35:45,6000,2685,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:35:50,6000,2690,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:35:55,6000,2695,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:36:00,6000,2700,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:36:05,6000,2705,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:36:10,6000,2710,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:36:15,6000,2715,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:36:20,6000,2720,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:36:25,6000,2725,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:36:30,6000,2730,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:36:35,6000,2735,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:36:40,6000,2740,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:36:45,6000,2745,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:36:50,6000,2750,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:36:55,6000,2755,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:37:00,6000,2760,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:37:05,6000,2765,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:37:10,6000,2770,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:37:15,6000,2775,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:37:20,6000,2780,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:37:25,6000,2785,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:37:30,6000,2790,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:37:35,6000,2795,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:37:40,6000,2800,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:37:45,6000,2805,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:37:50,6000,2810,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:37:55,6000,2815,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:38:00,6000,2820,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:38:05,6000,2825,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:38:10,6000,2830,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:38:15,6000,2835,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:38:20,6000,2840,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:38:25,6000,2845,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:38:30,6000,2850,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:38:35,6000,2855,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:38:40,6000,2860,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:38:45,6000,2865,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:38:50,6000,2870,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:38:55,6000,2875,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:39:00,6000,2880,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:39:05,6000,2885,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:39:10,6000,2890,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:39:15,6000,2895,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:39:20,6000,2900,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:39:25,6000,2905,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:39:30,6000,2910,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:39:35,6000,2915,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:39:40,6000,2920,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:39:45,6000,2925,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:39:50,6000,2930,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:39:55,6000,2935,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:40:00,6000,2940,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:40:05,6000,2945,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:40:10,6000,2950,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:40:15,6000,2955,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:40:20,6000,2960,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:40:25,6000,2965,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:40:30,6000,2970,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:40:35,6000,2975,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:40:40,6000,2980,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:40:45,6000,2985,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:40:50,6000,2990,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:40:55,6000,2995,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:41:00,6000,3000,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:41:05,6000,3005,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:41:10,6000,3010,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:41:15,6000,3015,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:41:20,6000,3020,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:41:25,6000,3025,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:41:30,6000,3030,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:41:35,6000,3035,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:41:40,6000,3040,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:41:45,6000,3045,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:41:50,6000,3050,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:41:55,6000,3055,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:42:00,6000,3060,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:42:05,6000,3065,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:42:10,6000,3070,462,0,0
2023-08-04,RA,Hanna,206,discharge,13:51:00,14:42:15,6000,3075,462,0,0
