Date;Addition_time;Site;Reach_Lenght_m;Slug_type;Probe_meter;NaCl_added_g;N_added_g;P_added_g;Time_Phase;Time_hms;Time_s;SpC_uScm;Backg_SpC_uScm;Backg_SpC_corr_uScm;NaCl_conc_mgL;NaCl_flux_mg_s_L;Travertine_formation;obs
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;release;12:50:00;0;341;341;0;0;0;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;rising;13:09:00;1140;344;341;3;1.3833;6.9165;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;rising;13:09:05;1145;344;341;3;1.3833;6.9165;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;rising;13:09:10;1150;345;341;4;1.8444;9.222;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;rising;13:09:15;1155;347;341;6;2.7666;13.833;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;rising;13:09:20;1160;348;341;7;3.2277;16.1385;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;rising;13:09:25;1165;349;341;8;3.6888;18.444;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;rising;13:09:30;1170;349;341;8;3.6888;18.444;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;rising;13:09:35;1175;350;341;9;4.1499;20.7495;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;rising;13:09:40;1180;351;341;10;4.611;23.055;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;rising;13:09:45;1185;352;341;11;5.0721;25.3605;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;rising;13:09:50;1190;352;341;11;5.0721;25.3605;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;rising;13:09:55;1195;353;341;12;5.5332;27.666;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;rising;13:10:00;1200;354;341;13;5.9943;29.9715;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;rising;13:10:05;1205;355;341;14;6.4554;32.277;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;rising;13:10:10;1210;355;341;14;6.4554;32.277;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;rising;13:10:15;1215;356;341;15;6.9165;34.5825;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;rising;13:10:20;1220;357;341;16;7.3776;36.888;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;rising;13:10:25;1225;357;341;16;7.3776;36.888;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;rising;13:10:30;1230;358;341;17;7.8387;39.1935;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;rising;13:10:35;1235;359;341;18;8.2998;41.499;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;rising;13:10:40;1240;359;341;18;8.2998;41.499;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;rising;13:10:45;1245;360;341;19;8.7609;43.8045;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;rising;13:10:50;1250;361;341;20;9.222;46.11;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;rising;13:10:55;1255;361;341;20;9.222;46.11;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;rising;13:11:00;1260;362;341;21;9.6831;48.4155;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;rising;13:11:05;1265;362;341;21;9.6831;48.4155;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;rising;13:11:10;1270;363;341;22;10.1442;50.721;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;rising;13:11:15;1275;363;341;22;10.1442;50.721;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;rising;13:11:20;1280;363;341;22;10.1442;50.721;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;rising;13:11:25;1285;363;341;22;10.1442;50.721;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;rising;13:11:30;1290;363;341;22;10.1442;50.721;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;rising;13:11:35;1295;363;341;22;10.1442;50.721;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;rising;13:11:40;1300;364;341;23;10.6053;53.0265;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;rising;13:11:45;1305;364;341;23;10.6053;53.0265;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;rising;13:11:50;1310;364;341;23;10.6053;53.0265;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;rising;13:11:55;1315;364;341;23;10.6053;53.0265;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;rising;13:12:00;1320;364;341;23;10.6053;53.0265;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:12:05;1325;363;341;22;10.1442;50.721;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:12:10;1330;363;341;22;10.1442;50.721;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:12:15;1335;363;341;22;10.1442;50.721;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:12:20;1340;363;341;22;10.1442;50.721;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:12:25;1345;363;341;22;10.1442;50.721;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:12:30;1350;363;341;22;10.1442;50.721;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:12:35;1355;362;341;21;9.6831;48.4155;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:12:40;1360;362;341;21;9.6831;48.4155;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:12:45;1365;362;341;21;9.6831;48.4155;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:12:50;1370;362;341;21;9.6831;48.4155;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:12:55;1375;361;341;20;9.222;46.11;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:13:00;1380;361;341;20;9.222;46.11;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:13:05;1385;361;341;20;9.222;46.11;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:13:10;1390;360;341;19;8.7609;43.8045;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:13:15;1395;360;341;19;8.7609;43.8045;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:13:20;1400;360;341;19;8.7609;43.8045;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:13:25;1405;359;341;18;8.2998;41.499;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:13:30;1410;359;341;18;8.2998;41.499;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:13:35;1415;359;341;18;8.2998;41.499;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:13:40;1420;358;341;17;7.8387;39.1935;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:13:45;1425;358;341;17;7.8387;39.1935;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:13:50;1430;358;341;17;7.8387;39.1935;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:13:55;1435;357;341;16;7.3776;36.888;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:14:00;1440;357;341;16;7.3776;36.888;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:14:05;1445;356;341;15;6.9165;34.5825;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:14:10;1450;356;341;15;6.9165;34.5825;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:14:15;1455;356;341;15;6.9165;34.5825;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:14:20;1460;355;341;14;6.4554;32.277;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:14:25;1465;355;341;14;6.4554;32.277;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:14:30;1470;354;341;13;5.9943;29.9715;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:14:35;1475;354;341;13;5.9943;29.9715;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:14:40;1480;354;341;13;5.9943;29.9715;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:14:45;1485;353;341;12;5.5332;27.666;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:14:50;1490;353;341;12;5.5332;27.666;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:14:55;1495;353;341;12;5.5332;27.666;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:15:00;1500;352;341;11;5.0721;25.3605;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:15:05;1505;352;341;11;5.0721;25.3605;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:15:10;1510;351;341;10;4.611;23.055;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:15:15;1515;351;341;10;4.611;23.055;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:15:20;1520;351;341;10;4.611;23.055;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:15:25;1525;351;341;10;4.611;23.055;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:15:30;1530;350;341;9;4.1499;20.7495;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:15:35;1535;350;341;9;4.1499;20.7495;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:15:40;1540;350;341;9;4.1499;20.7495;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:15:45;1545;349;341;8;3.6888;18.444;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:15:50;1550;349;341;8;3.6888;18.444;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:15:55;1555;349;341;8;3.6888;18.444;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:16:00;1560;349;341;8;3.6888;18.444;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:16:05;1565;348;341;7;3.2277;16.1385;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:16:10;1570;348;341;7;3.2277;16.1385;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:16:15;1575;348;341;7;3.2277;16.1385;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:16:20;1580;348;341;7;3.2277;16.1385;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:16:25;1585;348;341;7;3.2277;16.1385;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:16:30;1590;347;341;6;2.7666;13.833;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:16:35;1595;347;341;6;2.7666;13.833;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:16:40;1600;347;341;6;2.7666;13.833;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:16:45;1605;347;341;6;2.7666;13.833;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:16:50;1610;346;341;5;2.3055;11.5275;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:16:55;1615;346;341;5;2.3055;11.5275;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:17:00;1620;346;341;5;2.3055;11.5275;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:17:05;1625;346;341;5;2.3055;11.5275;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:17:10;1630;346;341;5;2.3055;11.5275;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:17:15;1635;346;341;5;2.3055;11.5275;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:17:20;1640;345;341;4;1.8444;9.222;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:17:25;1645;345;341;4;1.8444;9.222;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:17:30;1650;345;341;4;1.8444;9.222;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:17:35;1655;345;341;4;1.8444;9.222;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:17:40;1660;345;341;4;1.8444;9.222;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:17:45;1665;345;341;4;1.8444;9.222;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:17:50;1670;344;341;3;1.3833;6.9165;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:17:55;1675;344;341;3;1.3833;6.9165;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:18:00;1680;344;341;3;1.3833;6.9165;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:18:05;1685;344;341;3;1.3833;6.9165;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:18:10;1690;343;341;2;0.9222;4.611;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:18:15;1695;343;341;2;0.9222;4.611;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:18:20;1700;343;341;2;0.9222;4.611;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:18:25;1705;343;341;2;0.9222;4.611;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:18:30;1710;343;341;2;0.9222;4.611;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:18:35;1715;343;341;2;0.9222;4.611;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:18:40;1720;343;341;2;0.9222;4.611;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:18:45;1725;343;341;2;0.9222;4.611;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:18:50;1730;343;341;2;0.9222;4.611;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:18:55;1735;343;341;2;0.9222;4.611;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:19:00;1740;342;341;1;0.4611;2.3055;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:19:05;1745;343;341;2;0.9222;4.611;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:19:10;1750;342;341;1;0.4611;2.3055;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:19:15;1755;342;341;1;0.4611;2.3055;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:19:20;1760;342;341;1;0.4611;2.3055;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:19:25;1765;342;341;1;0.4611;2.3055;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:19:30;1770;342;341;1;0.4611;2.3055;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:19:35;1775;342;341;1;0.4611;2.3055;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:19:40;1780;342;341;1;0.4611;2.3055;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:19:45;1785;342;341;1;0.4611;2.3055;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:19:50;1790;342;341;1;0.4611;2.3055;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:19:55;1795;342;341;1;0.4611;2.3055;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:20:00;1800;342;341;1;0.4611;2.3055;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:20:05;1805;342;341;1;0.4611;2.3055;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:20:10;1810;342;341;1;0.4611;2.3055;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:20:15;1815;342;341;1;0.4611;2.3055;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:20:20;1820;342;341;1;0.4611;2.3055;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:20:25;1825;342;341;1;0.4611;2.3055;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:20:30;1830;342;341;1;0.4611;2.3055;Non-active;
03/08/2023;12:50:00;RT;465;discharge;Hanna;10212;0;0;falling;13:20:35;1835;341;341;0;0;0;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;release;13:37:00;0;334;334;0;0;0;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;release;15:53:55;425;334;334;0;0;0;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;rising;15:54:00;430;341;334;7;3.2277;16.1385;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;rising;15:54:05;435;343;334;9;4.1499;20.7495;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;rising;15:54:10;440;344;334;10;4.611;23.055;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;rising;15:54:15;445;344;334;10;4.611;23.055;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;rising;15:54:20;450;346;334;12;5.5332;27.666;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;rising;15:54:25;455;345;334;11;5.0721;25.3605;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;rising;15:54:30;460;347;334;13;5.9943;29.9715;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;rising;15:54:35;465;348;334;14;6.4554;32.277;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;rising;15:54:40;470;354;334;20;9.222;46.11;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;rising;15:54:45;475;353;334;19;8.7609;43.8045;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;rising;15:54:50;480;356;334;22;10.1442;50.721;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;rising;15:54:55;485;358;334;24;11.0664;55.332;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;rising;15:55:00;490;358;334;24;11.0664;55.332;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;rising;15:55:05;495;357;334;23;10.6053;53.0265;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;rising;15:55:10;500;365;334;31;14.2941;71.4705;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;rising;15:55:15;505;364;334;30;13.833;69.165;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;rising;15:55:20;510;369;334;35;16.1385;80.6925;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;rising;15:55:25;515;374;334;40;18.444;92.22;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;rising;15:55:30;520;372;334;38;17.5218;87.609;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;rising;15:55:35;525;375;334;41;18.9051;94.5255;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;rising;15:55:40;530;386;334;52;23.9772;119.886;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;rising;15:55:45;535;380;334;46;21.2106;106.053;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;rising;15:55:50;540;387;334;53;24.4383;122.1915;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;rising;15:55:55;545;384;334;50;23.055;115.275;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;rising;15:56:00;550;387;334;53;24.4383;122.1915;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;rising;15:56:05;555;392;334;58;26.7438;133.719;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;rising;15:56:10;560;393;334;59;27.2049;136.0245;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;rising;15:56:15;565;398;334;64;29.5104;147.552;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;rising;15:56:20;570;396;334;62;28.5882;142.941;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;rising;15:56:25;575;396;334;62;28.5882;142.941;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;rising;15:56:30;580;403;334;69;31.8159;159.0795;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;rising;15:56:35;585;402;334;68;31.3548;156.774;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;rising;15:56:40;590;405;334;71;32.7381;163.6905;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;rising;15:56:45;595;406;334;72;33.1992;165.996;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;rising;15:56:50;600;411;334;77;35.5047;177.5235;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;rising;15:56:55;605;413;334;79;36.4269;182.1345;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;rising;15:57:00;610;415;334;81;37.3491;186.7455;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;rising;15:57:05;615;413;334;79;36.4269;182.1345;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;rising;15:57:10;620;416;334;82;37.8102;189.051;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;rising;15:57:15;625;417;334;83;38.2713;191.3565;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;rising;15:57:20;630;418;334;84;38.7324;193.662;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;rising;15:57:25;635;422;334;88;40.5768;202.884;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;rising;15:57:30;640;423;334;89;41.0379;205.1895;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;rising;15:57:35;645;420;334;86;39.6546;198.273;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;rising;15:57:40;650;422;334;88;40.5768;202.884;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;rising;15:57:45;655;423;334;89;41.0379;205.1895;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;rising;15:57:50;660;422;334;88;40.5768;202.884;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;rising;15:57:55;665;424;334;90;41.499;207.495;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;rising;15:58:00;670;424;334;90;41.499;207.495;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;rising;15:58:05;675;424;334;90;41.499;207.495;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;rising;15:58:10;680;425;334;91;41.9601;209.8005;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;rising;15:58:15;685;427;334;93;42.8823;214.4115;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;rising;15:58:20;690;427;334;93;42.8823;214.4115;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;rising;15:58:25;695;428;334;94;43.3434;216.717;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;rising;15:58:30;700;427;334;93;42.8823;214.4115;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;rising;15:58:35;705;428;334;94;43.3434;216.717;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;falling;15:58:40;710;427;334;93;42.8823;214.4115;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;falling;15:58:45;715;426;334;92;42.4212;212.106;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;falling;15:58:50;720;427;334;93;42.8823;214.4115;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;falling;15:58:55;725;426;334;92;42.4212;212.106;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;falling;15:59:00;730;425;334;91;41.9601;209.8005;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;falling;15:59:05;735;425;334;91;41.9601;209.8005;Non-active;
02/08/2023;15:37:00;CC;286;discharge;Hanna;6158;0;0;falling;15:59:10;740;425;334;91;41.9601;209.8005;Non-active;
