stream,date,release_time,width_m,reach_m,added_mass_NaCl_g,added_mass_PO4_g,type_P,molar_mass_P_nutrient,SpC_uScm_bck,nh4_n_ugL_bck,srp_ugL_bck,sample_btc,curve_limb,time_along_btc,time_since_addition_s,time_to_peak_s,SpC_uScm,corr_SpC_uScm,NaCl_mgL,NaCl_flux_mgs_L,measured_SRP_ug_L,bck_corrected_SRP_ug_L,SRP_flux_mg,expected_SRP_ug_L,ph,temp_c,ca_mgL_up,ca_mgL_down,mg_mgL,na_mgL,k_mgL,so42_mgL,cl_mgL
SR,20231011,14:06:00,1.5,72,638.9,4.01,K2HPO4,136.09,451,3.04,6.5,16,rising,14:20:10,840,1020,695,244,114.8264,2296.528,12.8786,6.375267,2.028205,164.418206,7.8,26,50,39.6,,,,,
SR,20231011,14:06:00,1.5,72,638.9,4.01,K2HPO4,136.09,451,3.04,6.5,17,rising,14:20:30,860,1020,707,256,120.4736,2409.472,70.4884,63.985067,1.975016,172.504347,7.8,26,50,39.6,,,,,
SR,20231011,14:06:00,1.5,72,638.9,4.01,K2HPO4,136.09,451,3.04,6.5,18,rising,14:20:50,880,1020,735,284,133.6504,2673.008,11.0334,4.530067,0.620492,191.37201,7.8,26,50,39.6,,,,,
SR,20231011,14:06:00,1.5,72,638.9,4.01,K2HPO4,136.09,451,3.04,6.5,19,rising,14:21:10,900,1020,743,292,137.4152,2748.304,23.4987,16.995367,0.787244,196.762771,7.8,26,50,39.6,,,,,
SR,20231011,14:06:00,1.5,72,638.9,4.01,K2HPO4,136.09,451,3.04,6.5,20,rising,14:21:30,920,1020,760,309,145.4154,2908.308,16.8182,10.314867,0.542024,208.218138,7.8,26,50,39.6,,,,,
SR,20231011,14:06:00,1.5,72,638.9,4.01,K2HPO4,136.09,451,3.04,6.5,21,rising,14:21:50,940,1020,768,317,149.1802,2983.604,14.9918,8.488467,0.623112,213.608899,7.8,26,50,39.6,,,,,
SR,20231011,14:06:00,1.5,72,638.9,4.01,K2HPO4,136.09,451,3.04,6.5,22,rising,14:22:10,960,1020,773,322,151.5332,4545.996,19.6312,13.127867,1.044733,216.978124,7.8,26,50,39.6,,,,,
SR,20231011,14:06:00,1.5,72,638.9,4.01,K2HPO4,136.09,451,3.04,6.5,23,rising,14:22:40,990,1020,778,327,153.8862,4616.586,17.5373,11.033967,0.989119,220.34735,7.8,26,50,39.6,,,,,
SR,20231011,14:06:00,1.5,72,638.9,4.01,K2HPO4,136.09,451,3.04,6.5,24,peak,14:23:10,1020,1020,779,328,154.3568,9261.408,18.345,11.841667,1.595244,221.021195,7.8,26,50,39.6,,,,,
SR,20231011,14:06:00,1.5,72,638.9,4.01,K2HPO4,136.09,451,3.04,6.5,25,falling,14:24:10,1080,1020,767,316,148.7096,8922.576,13.1085,6.605167,1.286449,212.935054,7.8,26,50,39.6,,,,,
SR,20231011,14:06:00,1.5,72,638.9,4.01,K2HPO4,136.09,451,3.04,6.5,26,falling,14:25:10,1140,1020,746,295,138.827,2776.54,14.7742,8.270867,2.15442,198.784307,7.8,26,50,39.6,,,,,
SR,20231011,14:06:00,1.5,72,638.9,4.01,K2HPO4,136.09,451,3.04,6.5,27,falling,14:25:30,1160,1020,736,285,134.121,4023.63,72.9713,66.467967,3.726859,192.045855,7.8,26,50,39.6,,,,,
SR,20231011,14:06:00,1.5,72,638.9,4.01,K2HPO4,136.09,451,3.04,6.5,28,falling,14:26:00,1190,1020,722,271,127.5326,3825.978,26.2275,19.724167,1.54742,182.612024,7.8,26,50,39.6,,,,,
SR,20231011,14:06:00,1.5,72,638.9,4.01,K2HPO4,136.09,451,3.04,6.5,29,falling,14:26:30,1220,1020,704,253,119.0618,3571.854,22.5668,16.063467,1.036275,170.482812,7.8,26,50,39.6,,,,,
SR,20231011,14:06:00,1.5,72,638.9,4.01,K2HPO4,136.09,451,3.04,6.5,30,falling,14:27:00,1250,1020,693,242,113.8852,153745.02,14.4061,7.902767,11.166355,163.070516,7.8,26,50,39.6,,,,,
SR,20231011,14:06:00,1.5,72,638.9,4.01,K2HPO4,136.09,451,3.04,6.5,31,falling,14:49:30,2600,1020,455.4,4.4,2.07064,0,4.3394,-2.163933,0,2.964918,7.8,26,50,39.6,,,,,
