stream,date,release_time,width_m,reach_m,added_mass_NaCl_g,added_mass_NH4Cl_g,molar_mass_NH4Cl_nutrient,SpC_uScm_bck,nh4_n_ugL_bck,curve_limb,sample_btc,time_along_btc,time_since_addition_s,time_to_peak_s,SpC_uScm,corr_SpC_uScm,NaCl_mgL,NaCl_flux_mgs_L,measured_NH4_N_ug_L,bck_corrected_N_ug_L,N_flux_mg,expected_N_ug_L
RC,20231007,11:30:00,7.86,150,4752,103,53.491,351.7,2.4,falling,19,11:52:40,1360,790,358.7,8,3.69,147.55,19.9935,17.59,289.23,20.94
RC,20231007,11:30:00,7.86,150,4752,103,53.491,351.7,2.4,falling,20,11:53:20,1400,790,357.5,6.8,3.14,188.13,16.0514,13.65,368.84,17.8
RC,20231007,11:30:00,7.86,150,4752,103,53.491,351.7,2.4,falling,21,11:54:20,1460,790,355.1,4.4,2.03,202.88,15.3121,12.91,317.37,11.52
RC,20231007,11:30:00,7.86,150,4752,103,53.491,351.7,2.4,falling,22,11:56:00,1560,790,353.4,2.7,1.24,204.18,3.202,0.8,31.85,7.07
RC,20231007,11:30:00,7.86,150,4752,103,53.491,351.7,2.4,falling,23,11:58:44,1724,790,352.6,1.9,0.88,171.71,2.4373,0.04,2.25,4.97
RC,20231007,11:30:00,7.86,150,4752,103,53.491,351.7,2.4,falling,24,12:02:00,1920,790,351.9,1.2,0.55,0,2.2522,0.01,0,3.14
RS,20231011,10:40:00,9.96,408,10448,484,53.491,368.4,0.91,rising,3,11:02:25,1305,1730,369.7,1.3,0.6,35.97,2.9415,2.0315,63.8309,7.2729
RS,20231011,10:40:00,9.96,408,10448,484,53.491,368.4,0.91,rising,4,11:03:25,1365,1730,370.5,2.1,0.97,48.42,0.7795,-0.1305,734.9865,11.7485
RS,20231011,10:40:00,9.96,408,10448,484,53.491,368.4,0.91,rising,5,11:04:15,1415,1730,373.2,4.8,2.21,88.53,27.3086,26.3986,1265.6695,26.8538
RS,20231011,10:40:00,9.96,408,10448,484,53.491,368.4,0.91,rising,6,11:04:55,1455,1730,376.5,8.1,3.73,168.07,31.0546,30.1446,2243.4877,45.3158
RS,20231011,10:40:00,9.96,408,10448,484,53.491,368.4,0.91,rising,7,11:05:40,1500,1730,380.4,12,5.53,221.33,59.8559,58.9459,2462.9607,67.1345
RS,20231011,10:40:00,9.96,408,10448,484,53.491,368.4,0.91,rising,8,11:06:20,1540,1730,379.2,10.8,4.98,99.6,51.9958,51.0858,1270.0595,60.4211
RS,20231011,10:40:00,9.96,408,10448,484,53.491,368.4,0.91,rising,9,11:06:40,1560,1730,385.2,16.8,7.75,232.39,63.3029,62.3929,2385.7536,93.9883
RS,20231011,10:40:00,9.96,408,10448,484,53.491,368.4,0.91,rising,10,11:07:10,1590,1730,384,15.6,7.19,143.86,80.6271,79.7171,2004.48,87.2749
RS,20231011,10:40:00,9.96,408,10448,484,53.491,368.4,0.91,rising,11,11:07:30,1610,1730,387,18.6,8.58,514.59,100.2915,99.3815,7134.5963,104.0585
RS,20231011,10:40:00,9.96,408,10448,484,53.491,368.4,0.91,rising,12,11:08:30,1670,1730,387.3,18.9,8.71,522.89,114.0186,113.1086,7561.9585,105.7369
RS,20231011,10:40:00,9.96,408,10448,484,53.491,368.4,0.91,peak,13,11:09:30,1730,1730,387.8,19.4,8.95,1610.16,113.0196,112.1096,23757.2729,108.5342
RS,20231011,10:40:00,9.96,408,10448,484,53.491,368.4,0.91,falling,14,11:12:30,1910,1730,386.4,18,8.3,580.99,124.6551,123.7451,8516.9588,100.7018
RS,20231011,10:40:00,9.96,408,10448,484,53.491,368.4,0.91,falling,15,11:13:40,1980,1730,384.6,16.2,7.47,896.38,94.5887,93.6787,10293.1813,90.6316
RS,20231011,10:40:00,9.96,408,10448,484,53.491,368.4,0.91,falling,16,11:15:40,2100,1730,384.8,16.4,7.56,907.44,60.5125,59.6025,7998.5897,91.7505
RS,20231011,10:40:00,9.96,408,10448,484,53.491,368.4,0.91,falling,17,11:17:40,2220,1730,380,11.6,5.35,641.85,60.4187,59.5087,6321.5789,64.8967
RS,20231011,10:40:00,9.96,408,10448,484,53.491,368.4,0.91,falling,18,11:19:40,2340,1730,379.4,11,5.07,912.98,35.5393,34.6293,3396.4872,61.54
RS,20231011,10:40:00,9.96,408,10448,484,53.491,368.4,0.91,falling,19,11:22:40,2520,1730,374.8,6.4,2.95,531.19,,,,
RS,20231011,10:40:00,9.96,408,10448,484,53.491,368.4,0.91,falling,20,11:25:40,2700,1730,373,4.6,2.12,381.79,28.7976,27.8876,4859.9598,25.7349
RS,20231011,10:40:00,9.96,408,10448,484,53.491,368.4,0.91,falling,21,11:28:40,2880,1730,371.8,3.4,1.57,376.26,21.2705,20.3605,4233.4606,19.0215
RS,20231011,10:40:00,9.96,408,10448,484,53.491,368.4,0.91,falling,22,11:32:40,3120,1730,370.3,1.9,0.88,420.52,12.0708,11.1608,2692.3355,10.6296
RS,20231011,10:40:00,9.96,408,10448,484,53.491,368.4,0.91,falling,23,11:40:40,3600,1730,369.4,1,0.46,0,-0.2276,-1.1376,0,5.5945
SR,20231011,14:06:00,1.5,72,638.9,2.07,53.491,451,3.04,rising,4,14:16:00,590,1020,454.6,3.6,1.69,50.82,1.06,0.752891,0.09,1.4376372
SR,20231011,14:06:00,1.5,72,638.9,2.07,53.491,451,3.04,rising,5,14:16:30,620,1020,460,9,4.24,84.71,4.38,1.3464455,0.09,3.594093
SR,20231011,14:06:00,1.5,72,638.9,2.07,53.491,451,3.04,rising,6,14:16:50,640,1020,470,19,8.94,178.83,4.8707095,1.8371551,0.26,7.5875296
SR,20231011,14:06:00,1.5,72,638.9,2.07,53.491,451,3.04,rising,7,14:17:10,660,1020,483.3,32.3,15.2,304.01,10.1437027,7.1101482,0.6,12.8988004
SR,20231011,14:06:00,1.5,72,638.9,2.07,53.491,451,3.04,rising,8,14:17:30,680,1020,500,49,23.06,461.19,16.6035641,13.5700096,0.81,19.5678395
SR,20231011,14:06:00,1.5,72,638.9,2.07,53.491,451,3.04,rising,9,14:17:50,700,1020,526,75,35.3,705.9,17.7008686,14.6673141,1.35,29.9507748
SR,20231011,14:06:00,1.5,72,638.9,2.07,53.491,451,3.04,rising,10,14:18:10,720,1020,547,96,45.18,903.55,35.0620057,32.0284512,1.99,38.3369918
SR,20231011,14:06:00,1.5,72,638.9,2.07,53.491,451,3.04,rising,11,14:18:30,740,1020,565,114,53.65,2145.94,39.9257338,36.8921794,4.17,45.5251777
SR,20231011,14:06:00,1.5,72,638.9,2.07,53.491,451,3.04,rising,13,14:19:10,780,1020,620,169,79.53,1590.63,38.5330468,35.4994923,2.97,67.4890792
SR,20231011,14:06:00,1.5,72,638.9,2.07,53.491,451,3.04,rising,14,14:19:30,800,1020,644,193,90.83,1816.52,70.738045,67.7044905,3.96,77.0733272
SR,20231011,14:06:00,1.5,72,638.9,2.07,53.491,451,3.04,rising,15,14:19:50,820,1020,673,222,104.47,2089.46,72.8163991,69.7828446,4.42,88.6542934
SR,20231011,14:06:00,1.5,72,638.9,2.07,53.491,451,3.04,rising,16,14:20:10,840,1020,695,244,114.83,2296.53,86.4253478,83.3917933,5.03,97.4398541
SR,20231011,14:06:00,1.5,72,638.9,2.07,53.491,451,3.04,rising,17,14:20:30,860,1020,707,256,120.47,2409.47,94.069705,91.0361505,6.45,102.231978
SR,20231011,14:06:00,1.5,72,638.9,2.07,53.491,451,3.04,rising,18,14:20:50,880,1020,735,284,133.65,2673.01,135.6178064,132.5842519,6.54,113.4136006
SR,20231011,14:06:00,1.5,72,638.9,2.07,53.491,451,3.04,rising,19,14:21:10,900,1020,743,292,137.42,2748.3,97.4055108,94.3719563,5.96,116.6083499
SR,20231011,14:06:00,1.5,72,638.9,2.07,53.491,451,3.04,rising,20,14:21:30,920,1020,760,309,145.42,2908.31,115.3419913,112.3084368,7.05,123.3971922
SR,20231011,14:06:00,1.5,72,638.9,2.07,53.491,451,3.04,rising,21,14:21:50,940,1020,768,317,149.18,2983.6,135.4042769,132.3707224,7.39,126.5919415
SR,20231011,14:06:00,1.5,72,638.9,2.07,53.491,451,3.04,rising,22,14:22:10,960,1020,773,322,151.53,4546,127.0956056,124.0620511,9.73,128.5886599
SR,20231011,14:06:00,1.5,72,638.9,2.07,53.491,451,3.04,rising,23,14:22:40,990,1020,778,327,153.89,4616.59,104.0866125,101.053058,8.92,130.5853782
SR,20231011,14:06:00,1.5,72,638.9,2.07,53.491,451,3.04,peak,24,14:23:10,1020,1020,779,328,154.36,9261.41,108.2765364,105.2429819,16.57,130.9847218
SR,20231011,14:06:00,1.5,72,638.9,2.07,53.491,451,3.04,falling,25,14:24:10,1080,1020,767,316,148.71,8922.58,89.4195063,86.3859518,15.71,126.1925979
SR,20231011,14:06:00,1.5,72,638.9,2.07,53.491,451,3.04,falling,26,14:25:10,1140,1020,746,295,138.83,2776.54,98.3640211,95.3304666,4.75,117.8063809
SR,20231011,14:06:00,1.5,72,638.9,2.07,53.491,451,3.04,falling,27,14:25:30,1160,1020,736,285,134.12,4023.63,72.5316931,69.4981386,6.37,113.8129443
SR,20231011,14:06:00,1.5,72,638.9,2.07,53.491,451,3.04,falling,28,14:26:00,1190,1020,722,271,127.53,3825.98,80.9589919,77.9254374,3.82,108.222133
SR,20231011,14:06:00,1.5,72,638.9,2.07,53.491,451,3.04,falling,29,14:26:30,1220,1020,704,253,119.06,3571.85,13.5192486,10.4856942,0.58,101.033947
SR,20231011,14:06:00,1.5,72,638.9,2.07,53.491,451,3.04,falling,30,14:27:00,1250,1020,693,242,113.89,153745.02,5.8938719,2.8603174,8,96.6411667
SR,20231011,14:06:00,1.5,72,638.9,2.07,53.491,451,3.04,falling,31,14:49:30,2600,1020,455.4,4.4,2.07,0,1.5580361,1.2509272,0,1.7571121
