event_id,sample_btc,p_coprec_ugL,conc_corr_ugL,sigma_label,sigma_molm2,p_coprec_ugL_sens,frac_of_srp_sens
CB_20231008_single,12,0.05953245197296269,20.1365,field_high,9.5e-8,0.10282878068057191,0.005106586580615892
CB_20231008_single,12,0.05953245197296269,20.1365,field_low,5.5e-8,0.05953245197296269,0.0029564448624618323
CB_20231008_single,12,0.05953245197296269,20.1365,lab_ceiling,1.5e-7,0.1623612326535346,0.008063031443077724
CB_20231008_single,13,0.04437836145646056,13.4281,field_high,9.5e-8,0.07665353342479551,0.005708442253542609
CB_20231008_single,13,0.04437836145646056,13.4281,field_low,5.5e-8,0.04437836145646056,0.003304887620472037
CB_20231008_single,13,0.04437836145646056,13.4281,lab_ceiling,1.5e-7,0.12103189488125607,0.009013329874014646
CB_20231008_single,14,0.09173898096382056,34.7365,field_high,9.5e-8,0.15845823984659915,0.00456172152768987
CB_20231008_single,14,0.09173898096382056,34.7365,field_low,5.5e-8,0.09173898096382056,0.002640996673925714
CB_20231008_single,14,0.09173898096382056,34.7365,lab_ceiling,1.5e-7,0.2501972208104197,0.007202718201615582
CB_20231008_single,15,0.11299435260968754,44.6363,field_high,9.5e-8,0.19517206359855122,0.004372496456887135
CB_20231008_single,15,0.11299435260968754,44.6363,field_low,5.5e-8,0.11299435260968754,0.002531445317145183
CB_20231008_single,15,0.11299435260968754,44.6363,lab_ceiling,1.5e-7,0.3081664162082387,0.006903941774032317
CB_20231008_single,16,0.12632325612211867,50.9551,field_high,9.5e-8,0.21819471512002317,0.0042820976726573624
CB_20231008_single,16,0.12632325612211867,50.9551,field_low,5.5e-8,0.12632325612211867,0.002479109178906894
CB_20231008_single,16,0.12632325612211867,50.9551,lab_ceiling,1.5e-7,0.3445179712421418,0.006761206851564255
CB_20231008_single,17,0.11870215298406307,47.3316,field_high,9.5e-8,0.2050309915179271,0.004331799295141663
CB_20231008_single,17,0.11870215298406307,47.3316,field_low,5.5e-8,0.11870215298406307,0.002507883802450436
CB_20231008_single,17,0.11870215298406307,47.3316,lab_ceiling,1.5e-7,0.3237331445019902,0.0068396830975920985
CB_20231008_single,18,0.10368367632639017,40.2733,field_high,9.5e-8,0.17908998638194665,0.004446866444566168
CB_20231008_single,18,0.10368367632639017,40.2733,field_low,5.5e-8,0.10368367632639017,0.0025745016258014656
CB_20231008_single,18,0.10368367632639017,40.2733,lab_ceiling,1.5e-7,0.2827736627083368,0.007021368070367634
CB_20231008_single,19,0.10418365052193924,40.5066,field_high,9.5e-8,0.1799535781742587,0.004442574251461705
CB_20231008_single,19,0.10418365052193924,40.5066,field_low,5.5e-8,0.10418365052193924,0.002572016671898882
