event_id,sample_btc,p_coprec_ugL,conc_corr_ugL,sigma_label,sigma_molm2,p_coprec_ugL_sens,frac_of_srp_sens
CB_20231008_single,19,0.10418365052193924,40.5066,lab_ceiling,1.5e-7,0.2841372286961979,0.007014590923360586
CB_20231008_single,20,0.11557428983511024,45.8525,field_high,9.5e-8,0.19962831880609952,0.00435370631494683
CB_20231008_single,20,0.11557428983511024,45.8525,field_low,5.5e-8,0.11557428983511024,0.0025205668139165857
CB_20231008_single,20,0.11557428983511024,45.8525,lab_ceiling,1.5e-7,0.31520260864120975,0.006874273128863416
CB_20231008_single,21,0.07900365195858075,28.9065,field_high,9.5e-8,0.13646085338300312,0.004720767072561642
CB_20231008_single,21,0.07900365195858075,28.9065,field_low,5.5e-8,0.07900365195858075,0.002733075673588319
CB_20231008_single,21,0.07900365195858075,28.9065,lab_ceiling,1.5e-7,0.21546450534158385,0.007453842746149961
CB_20231008_single,22,0.0834785518394504,30.9465,field_high,9.5e-8,0.14419022590450523,0.004659338726657464
CB_20231008_single,22,0.0834785518394504,30.9465,field_low,5.5e-8,0.0834785518394504,0.0026975118943806374
CB_20231008_single,22,0.0834785518394504,30.9465,lab_ceiling,1.5e-7,0.2276687777439556,0.007356850621038101
CB_20231008_single,23,0.08868347245253236,33.3309,field_high,9.5e-8,0.15318054332710135,0.004595751789693688
CB_20231008_single,23,0.08868347245253236,33.3309,field_low,5.5e-8,0.08868347245253236,0.0026606984045595035
CB_20231008_single,23,0.08868347245253236,33.3309,lab_ceiling,1.5e-7,0.24186401577963368,0.007256450194253191
CB_20231008_single,24,0.08639135923209723,32.2791,field_high,9.5e-8,0.1492214386736225,0.004622850038372275
CB_20231008_single,24,0.08639135923209723,32.2791,field_low,5.5e-8,0.08639135923209723,0.0026763868643207905
CB_20231008_single,24,0.08639135923209723,32.2791,lab_ceiling,1.5e-7,0.2356127979057197,0.007299236902693065
CB_20231008_single,25,0.052649462057153845,17.077,field_high,9.5e-8,0.0909399799169021,0.005325290151484576
CB_20231008_single,25,0.052649462057153845,17.077,field_low,5.5e-8,0.052649462057153845,0.0030830627192805432
CB_20231008_single,25,0.052649462057153845,17.077,lab_ceiling,1.5e-7,0.14358944197405593,0.008408352870765117
CB_20231008_single,26,0.05209846821476636,16.833,field_high,9.5e-8,0.08998826328005098,0.005345943282840313
CB_20231008_single,26,0.05209846821476636,16.833,field_low,5.5e-8,0.05209846821476636,0.0030950197953286025
CB_20231008_single,26,0.05209846821476636,16.833,lab_ceiling,1.5e-7,0.14208673149481732,0.008440963078168915
CB_20231008_single,27,0.038022059375916725,10.6442,field_high,9.5e-8,0.06567446619476526,0.006169976719224109
CB_20231008_single,27,0.038022059375916725,10.6442,field_low,5.5e-8,0.038022059375916725,0.0035720917848139576
CB_20231008_single,27,0.038022059375916725,10.6442,lab_ceiling,1.5e-7,0.10369652557068197,0.009742068504038066
CB_20231008_single,28,0.02484440218033428,4.9281,field_high,9.5e-8,0.042913058311486486,0.00870783026145705
CB_20231008_single,28,0.02484440218033428,4.9281,field_low,5.5e-8,0.02484440218033428,0.005041375414527765
CB_20231008_single,28,0.02484440218033428,4.9281,lab_ceiling,1.5e-7,0.06775746049182076,0.013749205675984814
CB_20231008_single,29,0.009516908884876184,-1.6282,field_high,9.5e-8,0.016438297164786137,-0.010095993836620892
CB_20231008_single,29,0.009516908884876184,-1.6282,field_low,5.5e-8,0.009516908884876184,-0.005845049063306832
CB_20231008_single,29,0.009516908884876184,-1.6282,lab_ceiling,1.5e-7,0.025955206049662317,-0.01594104289992772
CB_20231008_single,30,0.022860214308059575,4.0738,field_high,9.5e-8,0.039485824713921085,0.009692627206519977
CB_20231008_single,30,0.022860214308059575,4.0738,field_low,5.5e-8,0.022860214308059575,0.005611521014301039
CB_20231008_single,30,0.022860214308059575,4.0738,lab_ceiling,1.5e-7,0.06234603902198065,0.015304148220821014
CB_20231008_single,31,0.026050750347727015,5.4483,field_high,9.5e-8,0.04499675060061939,0.008258860672249948
CB_20231008_single,31,0.026050750347727015,5.4483,field_low,5.5e-8,0.026050750347727015,0.004781445652355233
CB_20231008_single,31,0.026050750347727015,5.4483,lab_ceiling,1.5e-7,0.0710475009483464,0.013040306324605181
CC_20231006_single,3,0.09827776834783696,27.2536,field_high,9.5e-8,0.16975250896444566,0.006228627005769721
CC_20231006_single,3,0.09827776834783696,27.2536,field_low,5.5e-8,0.09827776834783696,0.0036060472138666803
CC_20231006_single,3,0.09827776834783696,27.2536,lab_ceiling,1.5e-7,0.26803027731228257,0.0098346742196364
CC_20231006_single,4,0.09734771237428566,26.9164,field_high,9.5e-8,0.1681460486464934,0.006246973913543171
CC_20231006_single,4,0.09734771237428566,26.9164,field_low,5.5e-8,0.09734771237428566,0.0036166691078407835
CC_20231006_single,4,0.09734771237428566,26.9164,lab_ceiling,1.5e-7,0.26549376102077904,0.009863643021383954
CC_20231006_single,5,0.1915083431181518,62.7701,field_high,9.5e-8,0.3307871381131713,0.005269820155028768
CC_20231006_single,5,0.1915083431181518,62.7701,field_low,5.5e-8,0.1915083431181518,0.003050948510806129
CC_20231006_single,5,0.1915083431181518,62.7701,lab_ceiling,1.5e-7,0.5222954812313231,0.008320768665834897
CC_20231006_single,6,0.21289917765325622,71.4247,field_high,9.5e-8,0.36773494321926076,0.005148568257469206
CC_20231006_single,6,0.21289917765325622,71.4247,field_low,5.5e-8,0.21289917765325622,0.002980750043797961
CC_20231006_single,6,0.21289917765325622,71.4247,lab_ceiling,1.5e-7,0.580634120872517,0.008129318301267166
CC_20231006_single,7,0.19820229364576858,65.4568,field_high,9.5e-8,0.34234941629723664,0.005230158154649122
CC_20231006_single,7,0.19820229364576858,65.4568,field_low,5.5e-8,0.19820229364576858,0.003027986300060018
CC_20231006_single,7,0.19820229364576858,65.4568,lab_ceiling,1.5e-7,0.5405517099430052,0.008258144454709139
CC_20231006_single,8,0.26545769732462227,93.5662,field_high,9.5e-8,0.45851784083343844,0.004900464492877113
CC_20231006_single,8,0.26545769732462227,93.5662,field_low,5.5e-8,0.26545769732462227,0.0028371110221920124
CC_20231006_single,8,0.26545769732462227,93.5662,lab_ceiling,1.5e-7,0.7239755381580607,0.0077375755150691245
CC_20231006_single,9,0.2034870794646651,67.5919,field_high,9.5e-8,0.3514776827116943,0.0051999970811842
CC_20231006_single,9,0.2034870794646651,67.5919,field_low,5.5e-8,0.2034870794646651,0.003010524625948747
CC_20231006_single,9,0.2034870794646651,67.5919,lab_ceiling,1.5e-7,0.5549647621763594,0.008210521707132946
CC_20231006_single,10,0.11901893950392223,34.8598,field_high,9.5e-8,0.20557816823404748,0.005897284787464285
CC_20231006_single,10,0.11901893950392223,34.8598,field_low,5.5e-8,0.11901893950392223,0.0034142175085319546
CC_20231006_single,10,0.11901893950392223,34.8598,lab_ceiling,1.5e-7,0.3245971077379697,0.009311502295996239
CC_20231006_single,11,0.07427066189896395,18.6481,field_high,9.5e-8,0.1282856887345741,0.0068792900474887045
CC_20231006_single,11,0.07427066189896395,18.6481,field_low,5.5e-8,0.07427066189896395,0.0039827468695987234
CC_20231006_single,11,0.07427066189896395,18.6481,lab_ceiling,1.5e-7,0.20255635063353802,0.010862036917087425
CC_20231006_single,12,0.07883570047722485,20.2684,field_high,9.5e-8,0.136170755369752,0.006718377147172545
CC_20231006_single,12,0.07883570047722485,20.2684,field_low,5.5e-8,0.07883570047722485,0.003889586769415684
CC_20231006_single,12,0.07883570047722485,20.2684,lab_ceiling,1.5e-7,0.21500645584697686,0.010607963916588229
CC_20231006_single,13,0.03935631445618118,6.4979,field_high,9.5e-8,0.06797908860613112,0.010461701258272846
CC_20231006_single,13,0.03935631445618118,6.4979,field_low,5.5e-8,0.03935631445618118,0.00605677441268428
CC_20231006_single,13,0.03935631445618118,6.4979,lab_ceiling,1.5e-7,0.1073354030623123,0.016518475670957128
CC_20231006_single,14,0.04141631665093266,7.2031,field_high,9.5e-8,0.07153727421524732,0.0099314564861306
CC_20231006_single,14,0.04141631665093266,7.2031,field_low,5.5e-8,0.04141631665093266,0.005749790597233504
CC_20231006_single,14,0.04141631665093266,7.2031,lab_ceiling,1.5e-7,0.11295359086617997,0.015681247083364103
CC_20231006_single,15,0.04545415653880152,8.5896,field_high,9.5e-8,0.07851172493065717,0.009140323755548239
CC_20231006_single,15,0.04545415653880152,8.5896,field_low,5.5e-8,0.04545415653880152,0.005291766384791086
CC_20231006_single,15,0.04545415653880152,8.5896,lab_ceiling,1.5e-7,0.12396588146945868,0.014432090140339325
CC_20231006_single,16,0.044331917925942606,8.2037,field_high,9.5e-8,0.07657331278117359,0.009333997194092128
CC_20231006_single,16,0.044331917925942606,8.2037,field_low,5.5e-8,0.044331917925942606,0.005403893112369127
CC_20231006_single,16,0.044331917925942606,8.2037,lab_ceiling,1.5e-7,0.12090523070711619,0.014737890306461254
CC_20231006_single,17,0.02918356907828814,3.0364,field_high,9.5e-8,0.05040798295340679,0.01660123269444302
CC_20231006_single,17,0.02918356907828814,3.0364,field_low,5.5e-8,0.02918356907828814,0.009611239980993327
CC_20231006_single,17,0.02918356907828814,3.0364,lab_ceiling,1.5e-7,0.07959155203169492,0.026212472675436346
CC_20231006_single,18,0.043084631363368035,7.7753,field_high,9.5e-8,0.07441890871854479,0.009571194515780071
CC_20231006_single,18,0.043084631363368035,7.7753,field_low,5.5e-8,0.043084631363368035,0.005541217877556883
CC_20231006_single,18,0.043084631363368035,7.7753,lab_ceiling,1.5e-7,0.11750354008191281,0.015112412393336954
CC_20231006_single,19,0.029117972384126285,3.0142,field_high,9.5e-8,0.05029467957258177,0.016685913201705847
CC_20231006_single,19,0.029117972384126285,3.0142,field_low,5.5e-8,0.029117972384126285,0.0096602655378297
CC_20231006_single,19,0.029117972384126285,3.0142,lab_ceiling,1.5e-7,0.07941265195670805,0.026346178739535545
CC_20231006_single,20,0.025067024864615383,1.6455,field_high,9.5e-8,0.04329758840251748,0.026312724644495585
CC_20231006_single,20,0.025067024864615383,1.6455,field_low,5.5e-8,0.025067024864615383,0.015233682688918495
CC_20231006_single,20,0.025067024864615383,1.6455,lab_ceiling,1.5e-7,0.06836461326713286,0.041546407333414075
CC_20231006_single,21,0.03455966973002918,4.8614,field_high,9.5e-8,0.059693974988232215,0.012279173692399765
CC_20231006_single,21,0.03455966973002918,4.8614,field_low,5.5e-8,0.03455966973002918,0.007108995295599864
CC_20231006_single,21,0.03455966973002918,4.8614,lab_ceiling,1.5e-7,0.09425364471826138,0.019388168987999627
CD_20231009_single,3,0.10695838335246378,3.0976,field_high,9.5e-8,0.18474629851789198,0.05964175442855501
CD_20231009_single,3,0.10695838335246378,3.0976,field_low,5.5e-8,0.10695838335246378,0.03452943677442658
CD_20231009_single,3,0.10695838335246378,3.0976,lab_ceiling,1.5e-7,0.29170468187035575,0.09417119120298159
CD_20231009_single,4,0.12912647819986484,5.2397,field_high,9.5e-8,0.2230366441634029,0.04256668209313566
CD_20231009_single,4,0.12912647819986484,5.2397,field_low,5.5e-8,0.12912647819986484,0.02464386858023643
CD_20231009_single,4,0.12912647819986484,5.2397,lab_ceiling,1.5e-7,0.3521631223632677,0.06721055067337207
CD_20231009_single,5,0.14795224386033776,7.0754,field_high,9.5e-8,0.2555538757587652,0.03611864710952953
CD_20231009_single,5,0.14795224386033776,7.0754,field_low,5.5e-8,0.14795224386033776,0.02091079569499078
CD_20231009_single,5,0.14795224386033776,7.0754,lab_ceiling,1.5e-7,0.40350611961910293,0.0570294428045203
CD_20231009_single,6,0.12114278383836992,4.4658,field_high,9.5e-8,0.20924662662991167,0.04685535103003083
CD_20231009_single,6,0.12114278383836992,4.4658,field_low,5.5e-8,0.12114278383836992,0.027126782175281007
CD_20231009_single,6,0.12114278383836992,4.4658,lab_ceiling,1.5e-7,0.3303894104682816,0.07398213320531183
CD_20231009_single,7,0.18979220807913944,11.2109,field_high,9.5e-8,0.32782290486396815,0.02924144402893328
CD_20231009_single,7,0.18979220807913944,11.2109,field_low,5.5e-8,0.18979220807913944,0.016929257069382423
CD_20231009_single,7,0.18979220807913944,11.2109,lab_ceiling,1.5e-7,0.5176151129431075,0.0461707010983157
CD_20231009_single,8,0.21024987038265702,13.2614,field_high,9.5e-8,0.3631588670245894,0.027384655241874115
CD_20231009_single,8,0.21024987038265702,13.2614,field_low,5.5e-8,0.21024987038265702,0.015854274087400803
CD_20231009_single,8,0.21024987038265702,13.2614,lab_ceiling,1.5e-7,0.5734087374072464,0.043238929329274915
CD_20231009_single,9,0.1906628525613467,11.2978,field_high,9.5e-8,0.32932674533323525,0.0291496349141634
CD_20231009_single,9,0.1906628525613467,11.2978,field_low,5.5e-8,0.1906628525613467,0.016876104423989336
CD_20231009_single,9,0.1906628525613467,11.2978,lab_ceiling,1.5e-7,0.5199895978945819,0.046025739338152724
CD_20231009_single,10,0.3013585853229447,22.6282,field_high,9.5e-8,0.5205284655578135,0.023003529470210334
CD_20231009_single,10,0.3013585853229447,22.6282,field_low,5.5e-8,0.3013585853229447,0.013317832851174405
CD_20231009_single,10,0.3013585853229447,22.6282,lab_ceiling,1.5e-7,0.8218870508807582,0.03632136232138474
CD_20231009_single,11,0.1624517652691815,8.4998,field_high,9.5e-8,0.2805985036467681,0.03301236542586509
CD_20231009_single,11,0.1624517652691815,8.4998,field_low,5.5e-8,0.1624517652691815,0.019112422088658734
CD_20231009_single,11,0.1624517652691815,8.4998,lab_ceiling,1.5e-7,0.44305026891594956,0.05212478751452382
CD_20231009_single,12,0.23413853754994224,15.6799,field_high,9.5e-8,0.4044211103135366,0.025792327139429246
CD_20231009_single,12,0.23413853754994224,15.6799,field_low,5.5e-8,0.23413853754994224,0.014932399922827458
CD_20231009_single,12,0.23413853754994224,15.6799,lab_ceiling,1.5e-7,0.6385596478634787,0.040724727062256695
CD_20231009_single,13,0.20892155188875922,13.1277,field_high,9.5e-8,0.36086449871694776,0.027488783162088387
CD_20231009_single,13,0.20892155188875922,13.1277,field_low,5.5e-8,0.20892155188875922,0.015914558672788015
CD_20231009_single,13,0.20892155188875922,13.1277,lab_ceiling,1.5e-7,0.5697860506057069,0.043403341834876395
CD_20231009_single,14,0.1772360759412914,9.9617,field_high,9.5e-8,0.3061350402622306,0.030731204539609765
CD_20231009_single,14,0.1772360759412914,9.9617,field_low,5.5e-8,0.1772360759412914,0.017791749996616178
CD_20231009_single,14,0.1772360759412914,9.9617,lab_ceiling,1.5e-7,0.48337111620352197,0.04852295453622594
CD_20231009_single,15,0.40541959687512424,33.8199,field_high,9.5e-8,0.7002702127843056,0.020705862902737904
CD_20231009_single,15,0.40541959687512424,33.8199,field_low,5.5e-8,0.40541959687512424,0.011987604838427207
CD_20231009_single,15,0.40541959687512424,33.8199,lab_ceiling,1.5e-7,1.1056898096594296,0.032693467741165105
CD_20231009_single,16,0.3976698839225489,32.9674,field_high,9.5e-8,0.6868843449571299,0.020835259831140155
CD_20231009_single,16,0.3976698839225489,32.9674,field_low,5.5e-8,0.3976698839225489,0.012062518849607457
CD_20231009_single,16,0.3976698839225489,32.9674,lab_ceiling,1.5e-7,1.0845542288796786,0.03289777868074761
CD_20231009_single,17,0.3147214399759523,24.0351,field_high,9.5e-8,0.5436097599584631,0.022617328821534468
CD_20231009_single,17,0.3147214399759523,24.0351,field_low,5.5e-8,0.3147214399759523,0.013094243001941008
