label,rmse_sqrt_all,rmse_lin_all,rmse_sqrt_post,rmse_lin_post,c_peak_model,peak_ratio,peak_shift_s,D,alpha,As,As_ratio,v,A,mass_recovery,n_cells,cost,free,at_bound,converged
V7_fine_sqrt_prezero_vfree,0.4314313561678483,0.5393914057759985,0.3044490395011623,0.5607237533502271,19.057866564385908,0.9991162972246506,-62.964941569282246,0.002584449969499234,0.0013597604527305416,1.1969863783550003,0.28064528637525477,0.08986900323521264,4.265121975911232,1,160,sqrt,D+alpha+As_ratio+v,,FALSE
V3_fine_sqrt_vfree_mfree,0.4239312155229061,0.6136525341566961,0.3088134246743059,0.6681683936019688,18.35553602075439,0.9622963368261341,-24.86811352253767,0.028279256869921596,0.0011750914708592779,1.099659742709435,0.25061659085562216,0.087356026687953,4.3878170194364285,1.2648901151770355,160,sqrt,D+alpha+As_ratio+v+mfrac,,FALSE
V2_fine_sqrt_vfree,0.43010536042458725,0.6349681650019409,0.3103893219727508,0.6939108315278008,18.647773507709182,0.9776170042728326,-32.48747913188663,8.223411812002757e-5,0.0017331920798051052,1.3254926444603472,0.32132984643906076,0.09292126747720629,4.125021871293002,1,160,sqrt,D+alpha+As_ratio+v,,FALSE
V0_pipeline_n40,0.4258638162909306,1.0734104124795811,0.3731093662999937,1.2541668800321975,17.548705127616856,0.9199979036980289,58.944908180300445,8.7137e-5,7.8832e-4,0.7328,0.1561052203794135,0.08165322580645161,4.694269661315174,1,40,sqrt,(pipeline fit),D (see header),NA
V4_fine_linear,0.5111321872467358,1.3647217066705002,0.43790056234610325,1.6124469729295896,20.576297079598987,1.0787206259057867,-17.24874791318871,0.01265227422915148,5.966676297738955e-4,0.8807352314568442,0.18761922407544268,0.08165322580645161,4.694269661315174,1,160,linear,D+alpha+As_ratio,,FALSE
V8_exact_ADE_vfree_mfree,0.44069725751406524,1.3659390616540839,0.39862335856037495,1.6158348050700255,16.709970965394753,0.8760269288943143,104.66110183639375,0.2654401644781096,0,0,0,0.07367841768034021,5.202368247303179,0.970069277324609,NA,sqrt,v+D+mfrac (analytic),,TRUE
V5_fine_sqrt_prezero,0.5068513558864133,1.377163547825304,0.43206308210051453,1.6278812100222777,20.21115970712331,1.0595781527263397,-17.24874791318871,0.015405281670056406,5.926384492239831e-4,0.8225020785970315,0.175214066924011,0.08165322580645161,4.694269661315174,1,160,sqrt,D+alpha+As_ratio,,FALSE
V6_fine_sqrt_preexcl,0.5067697592095299,1.3790328549645192,0.43205476915010343,1.630194322917661,20.145935256162474,1.056158734728405,-17.24874791318871,0.015643174193913367,5.919357619932323e-4,0.8218254387312662,0.1750699252545749,0.08165322580645161,4.694269661315174,1,160,sqrt,D+alpha+As_ratio,,FALSE
V1_fine_sqrt,0.5066070042044384,1.390317312360771,0.43235440594944097,1.6441413085987502,19.860094662150015,1.0411734269594906,-17.24874791318871,0.01668501937104516,5.89476587948793e-4,0.8189798185238585,0.17446373506681084,0.08165322580645161,4.694269661315174,1,160,sqrt,D+alpha+As_ratio,,FALSE
