label,mean_obs_minus_model_1_pre_arrival,mean_obs_minus_model_2_rising,mean_obs_minus_model_3_falling,mean_obs_minus_model_4_tail
V0_pipeline_n40,0.24341063850500008,0.32202829059798577,-0.1243435747425367,-0.019095864089160464
V1_fine_sqrt,0.4292959742212921,2.255462722070942,1.0254439755500435,-0.09560310590884705
V2_fine_sqrt_vfree,0.4162273417754636,-0.21127910212115278,-0.06806446257387934,-0.03515429109569963
V3_fine_sqrt_vfree_mfree,0.4083740930616776,0.45365015657954544,0.19642208805261166,-0.07238394402257811
V4_fine_linear,0.42998236162944964,2.183044311072716,0.7044115159722253,-0.191222713323299
V5_fine_sqrt_prezero,0.4295338914044101,2.1958818104228994,0.9245331541595474,-0.10112443266780524
V6_fine_sqrt_preexcl,0.42949093355590423,2.2062747806340868,0.9438093128988516,-0.10015773840792815
V7_fine_sqrt_prezero_vfree,0.422995600689106,0.04373920077915715,0.15733185198501118,-0.05658952308829758
V8_exact_ADE_vfree_mfree,0.23250288944868444,1.159772868992429,-0.11529666430425561,0.07559244198087002
